Año,Codigo_Dep,Departamento,Codigo_Mun,Municipio,No. Muestras,IRCA,Nivel de riesgo
2018,50,Meta,50689,San Martín,19,23.56,Medio
2018,50,Meta,50370,Uribe,6,23.05,Medio
2018,50,Meta,50001,Villaviceio,137,3.9,Sin riesgo
2018,50,Meta,50711,Vista Hermosa,9,35.73,Alto
2018,52,Nariño,52019,Albán,12,4.36,Sin riesgo
2018,52,Nariño,52022,Aldana,21,22.3,Medio
2018,52,Nariño,52051,Arboleda,18,56.02,Alto
2018,52,Nariño,52083,Belén,17,30.7,Medio
2018,52,Nariño,52110,Buesaco,38,16.43,Medio
2018,52,Nariño,52240,Chachagüí,17,13.67,Bajo
2018,52,Nariño,52207,Consaca,8,45.72,Alto
2018,52,Nariño,52210,Contadero,6,7.75,Bajo
2018,52,Nariño,52215,Córdoba,12,25.41,Medio
2018,52,Nariño,52224,Cuaspud,15,38.47,Alto
2018,52,Nariño,52227,Cumbal,11,3.17,Sin riesgo
2018,52,Nariño,52233,Cumbitara,7,0,Sin riesgo
2018,52,Nariño,52254,El Peñol,6,14.81,Medio
2018,52,Nariño,52256,El Rosario,6,5.78,Bajo
2018,52,Nariño,52258,El Tablón De Gómez,8,53.07,Alto
2018,52,Nariño,52260,El Tambo,4,21.54,Medio
2018,52,Nariño,52287,Funes,16,18.5,Medio
2018,52,Nariño,52317,Guachucal,12,3.2,Sin riesgo
2018,52,Nariño,52320,Guaitarilla,13,9.7,Bajo
2018,52,Nariño,52323,Gualmatán,23,30.34,Medio
2018,52,Nariño,52352,Iles,5,37.5,Alto
2018,52,Nariño,52354,Imués,1,17.44,Medio
2018,52,Nariño,52356,Ipiales,54,6.4,Bajo
2018,52,Nariño,52378,La Cruz,12,3.78,Sin riesgo
2018,52,Nariño,52381,La Florida,13,19.73,Medio
2018,52,Nariño,52385,La Llanada,12,6.75,Bajo
2018,52,Nariño,52390,La Tola,3,29.94,Medio
2018,52,Nariño,52399,La Unión,14,7.99,Bajo
2018,52,Nariño,52405,Leiva,11,29.19,Medio
2018,52,Nariño,52411,Linares,12,8.46,Bajo
2018,52,Nariño,52418,Los Andes,17,26.9,Medio
2018,52,Nariño,52427,Magüi,3,68.31,Alto
2018,52,Nariño,52473,Mosquera,5,7.73,Bajo
2018,52,Nariño,52480,Nariño,16,11.04,Bajo
2018,52,Nariño,52490,Olaya Herrera,12,22.82,Medio
2018,52,Nariño,52506,Ospina,12,7.57,Bajo
2018,52,Nariño,52001,Pasto,134,2.79,Sin riesgo
2018,52,Nariño,52540,Policarpa,13,36.54,Alto
2018,52,Nariño,52560,Potosí,11,17.27,Medio
2018,52,Nariño,52565,Providencia,13,35.9,Alto
2018,52,Nariño,52573,Puerres,16,9.92,Bajo
2018,52,Nariño,52585,Pupiales,18,29.18,Medio
2018,52,Nariño,52612,Ricaurte,45,61.64,Alto
2018,52,Nariño,52621,Roberto Payán,7,71.66,Alto
2018,52,Nariño,52678,Samaniego,28,64.52,Alto
2018,52,Nariño,52835,San Andres De Tumaco,35,19.64,Medio
2018,52,Nariño,52685,San Bernardo,2,0,Sin riesgo
2018,52,Nariño,52693,San Pablo,12,3.2,Sin riesgo
2018,52,Nariño,52694,San Pedro De Cartago,22,8.37,Bajo
2018,52,Nariño,52683,Sandoná,58,3.13,Sin riesgo
2018,52,Nariño,52696,Santa Bárbara,5,14.39,Medio
2018,52,Nariño,52720,Sapuyes,12,6.57,Bajo
2018,52,Nariño,52786,Taminango,11,34.89,Medio
2018,52,Nariño,52788,Tangua,12,46.52,Alto
2018,52,Nariño,52838,Túquerres,8,5.88,Bajo
2018,52,Nariño,52885,Yacuanquer,5,19.96,Medio
2018,54,Norte de Santander,54003,Abrego,8,2.45,Sin riesgo
2018,54,Norte de Santander,54051,Arboledas,8,0,Sin riesgo
2018,54,Norte de Santander,54099,Bochalema,8,30.56,Medio
2018,54,Norte de Santander,54109,Bucarasica,7,28.34,Medio
2018,54,Norte de Santander,54128,Cachirá,8,16.92,Medio
2018,54,Norte de Santander,54125,Cácota,4,6.2,Bajo
2018,54,Norte de Santander,54172,Chinácota,11,10.58,Bajo
2018,54,Norte de Santander,54174,Chitagá,6,14.65,Medio
2018,54,Norte de Santander,54206,Convención,8,2.84,Sin riesgo
2018,54,Norte de Santander,54001,Cúcuta,74,2.62,Sin riesgo
2018,54,Norte de Santander,54223,Cucutilla,4,6.2,Bajo
2018,54,Norte de Santander,54239,Durania,7,7.04,Bajo
2018,54,Norte de Santander,54245,El Carmen,10,8.76,Bajo
2018,54,Norte de Santander,54261,El Zulia,11,2.25,Sin riesgo
2018,54,Norte de Santander,54313,Gramalote,7,0,Sin riesgo
2018,54,Norte de Santander,54344,Hacarí,6,7.53,Bajo
2018,54,Norte de Santander,54347,Herrán,6,0,Sin riesgo
2018,54,Norte de Santander,54385,La Esperanza,4,10.07,Bajo
2018,54,Norte de Santander,54398,La Playa,3,0,Sin riesgo
2018,54,Norte de Santander,54377,Labateca,5,0.39,Sin riesgo
2018,54,Norte de Santander,54405,Los Patios,50,0.83,Sin riesgo
2018,54,Norte de Santander,54418,Lourdes,6,19.01,Medio
2018,54,Norte de Santander,54480,Mutiscua,5,0.33,Sin riesgo
2018,54,Norte de Santander,54498,Ocaña,32,0,Sin riesgo
2018,54,Norte de Santander,54518,Pamplona,28,0,Sin riesgo
2018,54,Norte de Santander,54520,Pamplonita,6,4.13,Sin riesgo
2018,54,Norte de Santander,54553,Puerto Santander,7,0,Sin riesgo
2018,54,Norte de Santander,54599,Ragonvalia,6,4.13,Sin riesgo
2018,54,Norte de Santander,54660,Salazar,6,4.13,Sin riesgo
2018,54,Norte de Santander,54670,San Calixto,5,0.41,Sin riesgo
2018,54,Norte de Santander,54673,San Cayetano,9,0,Sin riesgo
2018,54,Norte de Santander,54680,Santiago,5,9.09,Bajo
2018,54,Norte de Santander,54720,Sardinata,8,14.33,Medio
2018,54,Norte de Santander,54743,Silos,7,3.31,Sin riesgo
2018,54,Norte de Santander,54800,Teorama,4,15.24,Medio
2018,54,Norte de Santander,54810,Tibú,11,0,Sin riesgo
2018,54,Norte de Santander,54820,Toledo,8,3.96,Sin riesgo
2018,54,Norte de Santander,54871,Villa Caro,4,11.1,Bajo
2018,54,Norte de Santander,54874,Villa Del Rosario,28,8.37,Bajo
2018,86,Putumayo,86573,Leguízamo,22,5.72,Bajo
2018,86,Putumayo,86001,Mocoa,62,30.37,Medio
2018,86,Putumayo,86320,Orito,21,5.99,Bajo
2018,86,Putumayo,86568,Puerto Asís,22,28.54,Medio
2018,86,Putumayo,86569,Puerto Caicedo,30,3.91,Sin riesgo
2018,86,Putumayo,86571,Puerto Guzmán,21,56.54,Alto
2018,86,Putumayo,86755,San Francisco,21,38.49,Alto
2018,86,Putumayo,86757,San Miguel,23,54.06,Alto
2018,86,Putumayo,86760,Santiago,21,16.85,Medio
2018,86,Putumayo,86749,Sibundoy,22,32.73,Medio
2018,86,Putumayo,86865,Valle Del Guamuez,22,8.14,Bajo
2018,86,Putumayo,86885,Villagarzón,22,5.72,Bajo
2018,63,Quindio,63001,Armenia,121,2.12,Sin riesgo
2018,63,Quindio,63111,Buenavista,27,0,Sin riesgo
2018,63,Quindio,63130,Calarca,75,1.07,Sin riesgo
2018,63,Quindio,63190,Circasia,44,0.88,Sin riesgo
2018,63,Quindio,63212,Córdoba,20,1.83,Sin riesgo
2018,63,Quindio,63272,Filandia,29,6.88,Bajo
2018,63,Quindio,63302,Génova,32,8.03,Bajo
2018,63,Quindio,63401,La Tebaida,43,1.94,Sin riesgo
2018,63,Quindio,63470,Montenegro,39,3.27,Sin riesgo
2018,63,Quindio,63548,Pijao,21,3.89,Sin riesgo
2018,63,Quindio,63594,Quimbaya,40,4.03,Sin riesgo
2018,63,Quindio,63690,Salento,35,5.07,Bajo
2018,66,Risaralda,66045,Apía,24,0,Sin riesgo
2018,66,Risaralda,66075,Balboa,3,45.83,Alto
2018,66,Risaralda,66088,Belén De Umbría,39,20.51,Medio
2018,66,Risaralda,66170,Dosquebradas,448,1.45,Sin riesgo
2018,66,Risaralda,66318,Guática,21,1.79,Sin riesgo
2018,66,Risaralda,66383,La Celia,25,4,Sin riesgo
2018,66,Risaralda,66400,La Virginia,70,0,Sin riesgo
2018,66,Risaralda,66440,Marsella,26,0,Sin riesgo
2018,66,Risaralda,66456,Mistrató,22,4.55,Sin riesgo
2018,66,Risaralda,66001,Pereira,504,0.2,Sin riesgo
2018,66,Risaralda,66572,Pueblo Rico,22,0,Sin riesgo
2018,66,Risaralda,66594,Quinchía,23,0,Sin riesgo
2018,66,Risaralda,66682,Santa Rosa De Cabal,81,1.23,Sin riesgo
2018,66,Risaralda,66687,Santuario,22,0,Sin riesgo
2018,68,Santander,68013,Aguada,11,37.28,Alto
2018,68,Santander,68020,Albania,13,5.99,Bajo
2018,68,Santander,68051,Aratoca,10,2.55,Sin riesgo
2018,68,Santander,68077,Barbosa,22,10.09,Bajo
2018,68,Santander,68079,Barichara,11,2.53,Sin riesgo
2018,68,Santander,68081,Barraabermeja,113,1.56,Sin riesgo
2018,68,Santander,68092,Betulia,12,2.12,Sin riesgo
2018,68,Santander,68101,Bolívar,12,3.93,Sin riesgo
2018,68,Santander,68001,Bucaramanga,415,0.09,Sin riesgo
2018,68,Santander,68121,Cabrera,12,6.92,Bajo
2018,68,Santander,68132,California,12,4.76,Sin riesgo
2018,68,Santander,68147,Capitanejo,11,2.02,Sin riesgo
2018,68,Santander,68152,Carcasí,12,4.7,Sin riesgo
2018,68,Santander,68160,Cepitá,4,0.61,Sin riesgo
2018,68,Santander,68162,Cerrito,14,19.91,Medio
2018,68,Santander,68167,Charalá,8,0.37,Sin riesgo
2018,68,Santander,68169,Charta,13,9.73,Bajo
2018,68,Santander,68176,Chima,12,4.13,Sin riesgo
2018,68,Santander,68179,Chipatá,11,5.83,Bajo
2018,68,Santander,68190,Cimitarra,19,4.41,Sin riesgo
2018,68,Santander,68207,Coepción,12,7.84,Bajo
2018,68,Santander,68209,Confines,7,0.19,Sin riesgo
2018,68,Santander,68211,Contratación,13,3.62,Sin riesgo
2018,68,Santander,68217,Coromoro,12,2.81,Sin riesgo
2018,68,Santander,68229,Curití,17,2.65,Sin riesgo
2018,68,Santander,68235,El Carmen De Chucurí,10,3.22,Sin riesgo
2018,68,Santander,68245,El Guacamayo,12,9.45,Bajo
2018,68,Santander,68250,El Peñón,11,12.08,Bajo
2018,68,Santander,68255,El Playón,11,57.64,Alto
2018,68,Santander,68264,Encino,11,14.89,Medio
2018,68,Santander,68266,Enciso,11,3.4,Sin riesgo
2018,68,Santander,68271,Florián,12,30.34,Medio
2018,68,Santander,68276,Floridablaa,71,0.2,Sin riesgo
2018,68,Santander,68296,Galán,12,1.98,Sin riesgo
2018,68,Santander,68298,Gambita,12,29.18,Medio
2018,68,Santander,68307,Girón,57,0.07,Sin riesgo
2018,68,Santander,68318,Guaca,12,12.81,Bajo
2018,68,Santander,68320,Guadalupe,10,3.16,Sin riesgo
2018,68,Santander,68322,Guapotá,6,11.51,Bajo
2018,68,Santander,68324,Guavatá,12,8.98,Bajo
2018,68,Santander,68327,Güepsa,11,5.43,Bajo
2018,68,Santander,68344,Hato,11,7.29,Bajo
2018,68,Santander,68368,Jesús María,4,27.88,Medio
2018,68,Santander,68370,Jordán,11,76.33,Alto
2018,68,Santander,68377,La Belleza,12,18.22,Medio
2018,68,Santander,68397,La Paz,10,2.73,Sin riesgo
2018,68,Santander,68385,Landázuri,11,6.21,Bajo
2018,68,Santander,68406,Lebrija,29,0.07,Sin riesgo
2018,68,Santander,68418,Los Santos,10,4.24,Sin riesgo
2018,68,Santander,68425,Macaravita,8,0,Sin riesgo
2018,68,Santander,68432,Málaga,10,5.13,Bajo
2018,68,Santander,68444,Matanza,9,6.78,Bajo
2018,68,Santander,68464,Mogotes,12,0.22,Sin riesgo
2018,68,Santander,68468,Molagavita,12,23.03,Medio
2018,68,Santander,68498,Ocamonte,11,3.43,Sin riesgo
2018,68,Santander,68500,Oiba,9,3.37,Sin riesgo
2018,68,Santander,68502,Onzaga,4,17.7,Medio
2018,68,Santander,68522,Palmar,11,2.36,Sin riesgo
2018,68,Santander,68524,Palmas Del Socorro,14,1.86,Sin riesgo
2018,68,Santander,68533,Páramo,12,5.27,Bajo
2018,68,Santander,68547,Piedecuesta,195,2.33,Sin riesgo
2018,68,Santander,68549,Picnhote,11,1.6,Sin riesgo
2018,68,Santander,68572,Puente Nacional,10,9.64,Bajo
2018,68,Santander,68573,Puerto Parra,10,18.35,Medio
2018,68,Santander,68575,Puerto Wilches,19,15.27,Medio
2018,68,Santander,68615,Rionegro,12,7.68,Bajo
2018,68,Santander,68655,Sabana De Torres,44,6.07,Bajo
2018,68,Santander,68669,San Andrés,11,2.53,Sin riesgo
2018,68,Santander,68673,San Benito,7,27.99,Medio
2018,68,Santander,68679,San Gil,37,1.74,Sin riesgo
2018,68,Santander,68682,San Joaquín,9,7.5,Bajo
2018,68,Santander,68684,San José De Miranda,12,12.66,Bajo
2018,68,Santander,68686,San Miguel,12,7.65,Bajo
2018,68,Santander,68689,San Vicente De Chucurí,50,18.85,Medio
2018,68,Santander,68705,Santa Bárbara,12,9.37,Bajo
2018,68,Santander,68720,Santa Helena Del Opón,12,15.56,Medio
2018,68,Santander,68745,Simacota,12,1.63,Sin riesgo
2018,68,Santander,68755,Socorro,58,0.45,Sin riesgo
2018,68,Santander,68770,Suaita,23,24.43,Medio
2018,68,Santander,68773,Sucre,8,28.16,Medio
2018,68,Santander,68780,Suratá,13,16.52,Medio
2018,68,Santander,68820,Tona,11,10.24,Bajo
2018,68,Santander,68855,Valle De San José,10,5.53,Bajo
2018,68,Santander,68861,Vélez,13,3.69,Sin riesgo
2018,68,Santander,68867,Vetas,11,12.3,Bajo
2018,68,Santander,68872,Villanueva,11,2.77,Sin riesgo
2018,68,Santander,68895,Zapatoca,14,26.95,Medio
2018,70,Sucre,70110,Buenavista,22,32.39,Medio
2018,70,Sucre,70124,Caimito,28,27.68,Medio
2018,70,Sucre,70230,Chalán,34,6.99,Bajo
2018,70,Sucre,70204,Coloso,35,15.36,Medio
2018,70,Sucre,70215,Corozal,47,0,Sin riesgo
2018,70,Sucre,70221,Coveñas,35,6.07,Bajo
2018,70,Sucre,70235,Galeras,25,12,Bajo
2018,70,Sucre,70265,Guaranda,27,65.74,Alto
2018,70,Sucre,70400,La Unión,14,19.64,Medio
2018,70,Sucre,70418,Los Palmitos,34,16.54,Medio
2018,70,Sucre,70429,Majagual,12,30.21,Medio
2018,70,Sucre,70473,Morroa,51,20.83,Medio
2018,70,Sucre,70523,Palmito,22,1.7,Sin riesgo
2018,70,Sucre,70670,Sampués,32,12.11,Bajo
2018,70,Sucre,70678,San Benito Abad,48,4.17,Sin riesgo
2018,70,Sucre,70702,San Juan De Betulia,19,34.21,Medio
2018,70,Sucre,70742,San Luis De Sincé,44,0.85,Sin riesgo
2018,70,Sucre,70708,San Marcos,90,2.08,Sin riesgo
2018,70,Sucre,70713,San Onofre,36,8.68,Bajo
2018,70,Sucre,70717,San Pedro,21,4.76,Sin riesgo
2018,70,Sucre,70820,Santiago De Tolú,40,3.75,Sin riesgo
2018,70,Sucre,70001,Sincelejo,53,0.71,Sin riesgo
2018,70,Sucre,70771,Sucre,17,11.03,Bajo
2018,70,Sucre,70823,Tolú Viejo,17,64.71,Alto
2018,73,Tolima,73024,Alpujarra,15,36.89,Alto
2018,73,Tolima,73026,Alvarado,20,20.82,Medio
2018,73,Tolima,73030,Ambalema,14,1.57,Sin riesgo
2018,73,Tolima,73043,Anzoátegui,20,1.63,Sin riesgo
2018,73,Tolima,73055,Armero,26,1.24,Sin riesgo
2018,73,Tolima,73067,Ataco,12,88.53,Inviable sanitariamente
2018,73,Tolima,73124,Cajamarca,13,86.52,Inviable sanitariamente
2018,73,Tolima,73148,Carmen De Apicalá,22,3.02,Sin riesgo
2018,73,Tolima,73152,Casabianca,18,0.06,Sin riesgo
2018,73,Tolima,73168,Chaparral,25,0.09,Sin riesgo
2018,73,Tolima,73200,Coello,9,1.91,Sin riesgo
2018,73,Tolima,73217,Coyaima,14,17.01,Medio
2018,73,Tolima,73226,Cunday,17,1.33,Sin riesgo
2018,73,Tolima,73236,Dolores,24,8.04,Bajo
2018,73,Tolima,73268,Espinal,47,0.34,Sin riesgo
2018,73,Tolima,73270,Falan,3,0,Sin riesgo
2018,73,Tolima,73275,Flandes,45,6.86,Bajo
2018,73,Tolima,73283,Fresno,13,1.24,Sin riesgo
2018,73,Tolima,73319,Guamo,19,1.7,Sin riesgo
2018,73,Tolima,73347,Herveo,19,3.75,Sin riesgo
2018,73,Tolima,73349,Honda,50,2.21,Sin riesgo
2018,73,Tolima,73001,Ibagué,264,35.71,Alto
2018,73,Tolima,73352,Icononzo,18,7.48,Bajo
2018,73,Tolima,73408,Lérida,18,14.63,Medio
2018,73,Tolima,73411,Líbano,42,0.13,Sin riesgo
2018,73,Tolima,73443,Mariquita,12,1.46,Sin riesgo
2018,73,Tolima,73449,Melgar,40,3.93,Sin riesgo
2018,73,Tolima,73461,Murillo,17,2.56,Sin riesgo
2018,73,Tolima,73483,Natagaima,8,0,Sin riesgo
2018,73,Tolima,73504,Ortega,19,0.27,Sin riesgo
2018,73,Tolima,73520,Palocabildo,17,7.74,Bajo
2018,73,Tolima,73547,Piedras,14,14.26,Medio
2018,73,Tolima,73555,Planadas,22,90.49,Inviable sanitariamente
2018,73,Tolima,73563,Prado,25,47.71,Alto
2018,73,Tolima,73585,Purificación,27,0.24,Sin riesgo
2018,73,Tolima,73616,Rioblanco,15,4.72,Sin riesgo
2018,73,Tolima,73622,Roesvalles,6,80.26,Inviable sanitariamente
2018,73,Tolima,73624,Rovira,24,30,Medio
2018,73,Tolima,73671,Saldaña,24,8.08,Bajo
2018,73,Tolima,73675,San Antonio,9,0,Sin riesgo
2018,73,Tolima,73678,San Luis,21,0.06,Sin riesgo
2018,73,Tolima,73686,Santa Isabel,15,87.95,Inviable sanitariamente
2018,73,Tolima,73770,Suárez,9,41.59,Alto
2018,73,Tolima,73854,Valle De San Juan,19,82.32,Inviable sanitariamente
2018,73,Tolima,73861,Venadillo,24,0.74,Sin riesgo
2018,73,Tolima,73870,Villahermosa,15,0,Sin riesgo
2018,73,Tolima,73873,Villarrica,25,92.11,Inviable sanitariamente
2018,76,Valle del Cauca,76020,Alcalá,38,15.5,Medio
2018,76,Valle del Cauca,76036,Andalucía,23,0.38,Sin riesgo
2018,76,Valle del Cauca,76041,Ansermanuevo,26,0.93,Sin riesgo
2018,76,Valle del Cauca,76054,Argelia,15,11.66,Bajo
2018,76,Valle del Cauca,76100,Bolívar,20,23.85,Medio
2018,76,Valle del Cauca,76109,Buenaventura,88,2.51,Sin riesgo
2018,76,Valle del Cauca,76113,Bugalagrande,28,0.99,Sin riesgo
2018,76,Valle del Cauca,76122,Caicedonia,60,0.02,Sin riesgo
2018,76,Valle del Cauca,76001,Cali,224,0.96,Sin riesgo
2018,76,Valle del Cauca,76126,Calima,30,23.5,Medio
2018,76,Valle del Cauca,76130,Candelaria,251,6.02,Bajo
2018,76,Valle del Cauca,76147,Cartago,70,0,Sin riesgo
2018,76,Valle del Cauca,76233,Dagua,61,8.55,Bajo
2018,76,Valle del Cauca,76243,El Águila,19,22.89,Medio
2018,76,Valle del Cauca,76246,El Cairo,11,0,Sin riesgo
2018,76,Valle del Cauca,76248,El Cerrito,91,0.3,Sin riesgo
2018,76,Valle del Cauca,76250,El Dovio,13,5.15,Bajo
2018,76,Valle del Cauca,76275,Florida,61,0.57,Sin riesgo
2018,76,Valle del Cauca,76306,Ginebra,38,7.43,Bajo
2018,76,Valle del Cauca,76318,Guacarí,66,3.67,Sin riesgo
2018,76,Valle del Cauca,76111,Guadalajara De Buga,56,1.35,Sin riesgo
2018,76,Valle del Cauca,76364,Jamundí,162,2.23,Sin riesgo
2018,76,Valle del Cauca,76377,La Cumbre,53,3.42,Sin riesgo
2018,76,Valle del Cauca,76400,La Unión,77,6.79,Bajo
2018,76,Valle del Cauca,76403,La Victoria,24,0.14,Sin riesgo
2018,76,Valle del Cauca,76497,Obando,26,5.96,Bajo
2018,76,Valle del Cauca,76520,Palmira,162,7.74,Bajo
2018,76,Valle del Cauca,76563,Pradera,61,0.68,Sin riesgo
2018,76,Valle del Cauca,76606,Restrepo,16,15.12,Medio
2018,76,Valle del Cauca,76616,Riofrío,24,3.03,Sin riesgo
2018,76,Valle del Cauca,76622,Roldanillo,63,0.49,Sin riesgo
2018,76,Valle del Cauca,76670,San Pedro,30,2.12,Sin riesgo
2018,76,Valle del Cauca,76736,Sevilla,67,4.22,Sin riesgo
2018,76,Valle del Cauca,76823,Toro,12,0.55,Sin riesgo
2018,76,Valle del Cauca,76828,Trujillo,15,4.89,Sin riesgo
2018,76,Valle del Cauca,76834,Tuluá,152,2.32,Sin riesgo
2018,76,Valle del Cauca,76845,Ulloa,19,6.45,Bajo
2018,76,Valle del Cauca,76863,Versalles,12,3.74,Sin riesgo
2018,76,Valle del Cauca,76869,Vijes,12,0.58,Sin riesgo
2018,76,Valle del Cauca,76890,Yotoco,19,14.52,Medio
2018,76,Valle del Cauca,76892,Yumbo,107,13.79,Bajo
2018,76,Valle del Cauca,76895,Zarzal,77,4.12,Sin riesgo
2018,97,Vaupés,97161,Caruru,8,14.06,Medio
2018,97,Vaupés,97001,Mitú,57,28.95,Medio
2018,97,Vaupés,97666,Taraira,32,55.86,Alto
2018,99,Vichada,99773,Cumaribo,99,27.43,Medio
2018,99,Vichada,99524,La Primavera,72,25.45,Medio
2018,99,Vichada,99001,Puerto Carreño,73,1.62,Sin riesgo
2018,99,Vichada,99624,Santa Rosalía,60,10,Bajo
